0 <= x < 30; y0 = 61.0000 + 0.6333x; linear_interpolation
11190 <= x < 11220; y373 = 5289.0000 + 0.4667x; linear_interpolation
11220 <= x < 11250; y374 = -5155.0000 + -0.4667x; linear_interpolation
11250 <= x < 11280; y375 = 6442.0000 + 0.5667x; linear_interpolation
11280 <= x < 11310; y376 = -6308.0000 + -0.5667x; linear_interpolation
11310 <= x < 11340; y377 = 6853.0000 + 0.6000x; linear_interpolation
11340 <= x < 11370; y378 = -6719.0000 + -0.6000x; linear_interpolation
11370 <= x < 11400; y379 = 6889.0000 + 0.6000x; linear_interpolation
11400 <= x < 11430; y380 = -675.0000 + -0.0667x; linear_interpolation
11430 <= x < 11460; y381 = -21634.0000 + -1.9000x; linear_interpolation
11460 <= x < 11490; y382 = 14924.0000 + 1.3000x; linear_interpolation
11490 <= x < 11520; y383 = -701.0000 + -0.0667x; linear_interpolation
11520 <= x < 11550; y384 = 8511.0000 + 0.7333x; linear_interpolation
11550 <= x < 11580; y385 = -7615.0000 + -0.6667x; linear_interpolation
11580 <= x < 11610; y386 = 7785.0000 + 0.6667x; linear_interpolation
11610 <= x < 11640; y387 = -8042.0000 + -0.7000x; linear_interpolation
11640 <= x < 11670; y388 = 7824.0000 + 0.6667x; linear_interpolation
11670 <= x < 11700; y389 = -7307.0000 + -0.6333x; linear_interpolation
11700 <= x < 11730; y390 = 7475.0000 + 0.6333x; linear_interpolation
11730 <= x < 11760; y391 = -7345.0000 + -0.6333x; linear_interpolation
11760 <= x < 11790; y392 = 8297.0000 + 0.7000x; linear_interpolation
11790 <= x < 11820; y393 = -2272.0000 + -0.2000x; linear_interpolation
11820 <= x < 11850; y394 = -4648.0000 + -0.4000x; linear_interpolation
11850 <= x < 11880; y395 = 5993.0000 + 0.5000x; linear_interpolation
11880 <= x < 11910; y396 = -2293.0000 + -0.2000x; linear_interpolation
11910 <= x < 11940; y397 = 4047.0000 + 0.3333x; linear_interpolation
11940 <= x < 11970; y398 = -1903.0000 + -0.1667x; linear_interpolation
11970 <= x < 12000; y399 = 2077.0000 + 0.1667x; linear_interpolation
12000 <= x < 12030; y400 = -713.0000 + -0.0667x; linear_interpolation
12030 <= x < 12060; y401 = -7534.0000 + -0.6333x; linear_interpolation
12060 <= x < 12090; y402 = 8106.0000 + 0.6667x; linear_interpolation
12090 <= x < 12120; y403 = -7974.0000 + -0.6667x; linear_interpolation
12120 <= x < 12150; y404 = 7338.0000 + 0.6000x; linear_interpolation
12150 <= x < 12180; y405 = -7611.0000 + -0.6333x; linear_interpolation
12180 <= x < 12210; y406 = 5749.0000 + 0.4667x; linear_interpolation
12210 <= x < 12240; y407 = -5619.0000 + -0.4667x; linear_interpolation
12240 <= x < 12270; y408 = 1289.0000 + 0.1000x; linear_interpolation
12270 <= x < 12300; y409 = 6203.0000 + 0.5000x; linear_interpolation
12300 <= x < 12330; y410 = -6887.0000 + -0.5667x; linear_interpolation
12330 <= x < 12360; y411 = 7053.0000 + 0.5667x; linear_interpolation
12360 <= x < 12390; y412 = -5685.0000 + -0.4667x; linear_interpolation
12390 <= x < 12420; y413 = 6264.0000 + 0.5000x; linear_interpolation
12420 <= x < 12450; y414 = -1158.0000 + -0.1000x; linear_interpolation
12450 <= x < 12480; y415 = -6144.0000 + -0.5000x; linear_interpolation
12480 <= x < 12510; y416 = 7554.0000 + 0.6000x; linear_interpolation
12510 <= x < 12540; y417 = -7422.0000 + -0.6000x; linear_interpolation
12540 <= x < 12570; y418 = 1320.0000 + 0.1000x; linear_interpolation
12570 <= x < 12600; y419 = 5935.0000 + 0.4667x; linear_interpolation
12600 <= x < 12630; y420 = 83.0000 + 0.0000x; linear_interpolation
12630 <= x < 12660; y421 = 1346.0000 + 0.1000x; linear_interpolation
12660 <= x < 12690; y422 = -7932.0000 + -0.6333x; linear_interpolation
12690 <= x < 12720; y423 = 7258.0000 + 0.5667x; linear_interpolation
12720 <= x < 12750; y424 = -6700.0000 + -0.5333x; linear_interpolation
12750 <= x < 12780; y425 = 6443.0000 + 0.5000x; linear_interpolation
12780 <= x < 12810; y426 = -6733.0000 + -0.5333x; linear_interpolation
12810 <= x < 12840; y427 = 7753.0000 + 0.6000x; linear_interpolation
12840 <= x < 12870; y428 = -7191.0000 + -0.5667x; linear_interpolation
12870 <= x < 12900; y429 = 6932.0000 + 0.5333x; linear_interpolation
12900 <= x < 12930; y430 = -6366.0000 + -0.5000x; linear_interpolation
12930 <= x < 12960; y431 = 6103.0000 + 0.4667x; linear_interpolation
12960 <= x < 12990; y432 = -7693.0000 + -0.6000x; linear_interpolation
12990 <= x < 13020; y433 = 8725.0000 + 0.6667x; linear_interpolation
13020 <= x < 13050; y434 = -6859.0000 + -0.5333x; linear_interpolation
13050 <= x < 13080; y435 = 7029.0000 + 0.5333x; linear_interpolation
13080 <= x < 13110; y436 = -2095.0000 + -0.1667x; linear_interpolation
13110 <= x < 13140; y437 = 1391.0000 + 0.1000x; linear_interpolation
13140 <= x < 13170; y438 = -5611.0000 + -0.4333x; linear_interpolation
13170 <= x < 13200; y439 = 6655.0000 + 0.5000x; linear_interpolation
13200 <= x < 13230; y440 = -1235.0000 + -0.1000x; linear_interpolation
13230 <= x < 13260; y441 = 1405.0000 + 0.1000x; linear_interpolation
13260 <= x < 13290; y442 = -3009.0000 + -0.2333x; linear_interpolation
13290 <= x < 13320; y443 = 3622.0000 + 0.2667x; linear_interpolation
13320 <= x < 13350; y444 = -3022.0000 + -0.2333x; linear_interpolation
13350 <= x < 13380; y445 = 2749.0000 + 0.2000x; linear_interpolation
13380 <= x < 13410; y446 = -7943.0000 + -0.6000x; linear_interpolation
13410 <= x < 13440; y447 = -4850.0000 + -0.3667x; linear_interpolation
13440 <= x < 13470; y448 = 13048.0000 + 0.9667x; linear_interpolation
13470 <= x < 13500; y449 = -8446.0000 + -0.6333x; linear_interpolation
13500 <= x < 13530; y450 = 9516.0000 + 0.7000x; linear_interpolation
13530 <= x < 13560; y451 = -8933.0000 + -0.6667x; linear_interpolation
13560 <= x < 13590; y452 = 8203.0000 + 0.6000x; linear_interpolation
13590 <= x < 13620; y453 = -8975.0000 + -0.6667x; linear_interpolation
13620 <= x < 13650; y454 = 9145.0000 + 0.6667x; linear_interpolation
13650 <= x < 13680; y455 = -9015.0000 + -0.6667x; linear_interpolation
13680 <= x < 13710; y456 = 2345.0000 + 0.1667x; linear_interpolation
13710 <= x < 13740; y457 = -9527.0000 + -0.7000x; linear_interpolation
13740 <= x < 13770; y458 = -10485.0000 + -0.7667x; linear_interpolation
13770 <= x < 13800; y459 = 22517.0000 + 1.6333x; linear_interpolation
13800 <= x < 13830; y460 = 3295.0000 + 0.2333x; linear_interpolation
13830 <= x < 13860; y461 = -7755.0000 + -0.5667x; linear_interpolation
13860 <= x < 13890; y462 = 8381.0000 + 0.6000x; linear_interpolation
13890 <= x < 13920; y463 = -8714.0000 + -0.6333x; linear_interpolation
13920 <= x < 13950; y464 = 8880.0000 + 0.6333x; linear_interpolation
13950 <= x < 13980; y465 = -8752.0000 + -0.6333x; linear_interpolation
13980 <= x < 14010; y466 = 9850.0000 + 0.7000x; linear_interpolation
14010 <= x < 14040; y467 = -8788.0000 + -0.6333x; linear_interpolation
14040 <= x < 14070; y468 = 7554.0000 + 0.5333x; linear_interpolation
14070 <= x < 14100; y469 = -7891.0000 + -0.5667x; linear_interpolation
14100 <= x < 14130; y470 = 9465.0000 + 0.6667x; linear_interpolation
14130 <= x < 14160; y471 = -9335.0000 + -0.6667x; linear_interpolation
14160 <= x < 14190; y472 = 1481.0000 + 0.1000x; linear_interpolation
14190 <= x < 14220; y473 = 7636.0000 + 0.5333x; linear_interpolation
14220 <= x < 14250; y474 = -7500.0000 + -0.5333x; linear_interpolation
14250 <= x < 14280; y475 = 8618.0000 + 0.6000x; linear_interpolation
14280 <= x < 14310; y476 = -8482.0000 + -0.6000x; linear_interpolation
14310 <= x < 14340; y477 = 7700.0000 + 0.5333x; linear_interpolation
14340 <= x < 14370; y478 = -8042.0000 + -0.5667x; linear_interpolation
14370 <= x < 14400; y479 = 10126.0000 + 0.7000x; linear_interpolation
14400 <= x < 14430; y480 = -392.0000 + -0.0333x; linear_interpolation
14430 <= x < 14460; y481 = -10014.0000 + -0.7000x; linear_interpolation
14460 <= x < 14490; y482 = 9224.0000 + 0.6333x; linear_interpolation
14490 <= x < 14520; y483 = -7643.0000 + -0.5333x; linear_interpolation
14520 <= x < 14550; y484 = 6361.0000 + 0.4333x; linear_interpolation
14550 <= x < 14580; y485 = -5738.0000 + -0.4000x; linear_interpolation
14580 <= x < 14610; y486 = 5416.0000 + 0.3667x; linear_interpolation
14610 <= x < 14640; y487 = -7711.0000 + -0.5333x; linear_interpolation
14640 <= x < 14670; y488 = 8361.0000 + 0.5667x; linear_interpolation
14670 <= x < 14700; y489 = -9698.0000 + -0.6667x; linear_interpolation
14700 <= x < 14730; y490 = 11332.0000 + 0.7667x; linear_interpolation
14730 <= x < 14760; y491 = -9244.0000 + -0.6333x; linear_interpolation
14760 <= x < 14790; y492 = 8922.0000 + 0.6000x; linear_interpolation
14790 <= x < 14820; y493 = 1070.0000 + 0.0667x; linear_interpolation
14820 <= x < 14850; y494 = -6336.0000 + -0.4333x; linear_interpolation
14850 <= x < 14880; y495 = 6508.0000 + 0.4333x; linear_interpolation
14880 <= x < 14910; y496 = -2890.0000 + -0.2000x; linear_interpolation
14910 <= x < 14940; y497 = 3062.0000 + 0.2000x; linear_interpolation
14940 <= x < 14970; y498 = -2902.0000 + -0.2000x; linear_interpolation
14970 <= x < 15000; y499 = -6407.0000 + -0.4333x; linear_interpolation
15000 <= x < 15030; y500 = 567.0000 + 0.0333x; linear_interpolation
15030 <= x < 15060; y501 = 7583.0000 + 0.5000x; linear_interpolation
15060 <= x < 15090; y502 = -6443.0000 + -0.4333x; linear_interpolation
15090 <= x < 15120; y503 = 7112.0000 + 0.4667x; linear_interpolation
15120 <= x < 15150; y504 = 588.0000 + 0.0333x; linear_interpolation
15150 <= x < 15180; y505 = 590.0000 + 0.0333x; linear_interpolation
15180 <= x < 15210; y506 = 86.0000 + 0.0000x; linear_interpolation
15210 <= x < 15240; y507 = -8533.0000 + -0.5667x; linear_interpolation
15240 <= x < 15270; y508 = 8705.0000 + 0.5667x; linear_interpolation
15270 <= x < 15300; y509 = -5004.0000 + -0.3333x; linear_interpolation
15300 <= x < 15330; y510 = 3646.0000 + 0.2333x; linear_interpolation
15330 <= x < 15360; y511 = -5538.0000 + -0.3667x; linear_interpolation
15360 <= x < 15390; y512 = 7240.0000 + 0.4667x; linear_interpolation
15390 <= x < 15420; y513 = -10687.0000 + -0.7000x; linear_interpolation
15420 <= x < 15450; y514 = 10345.0000 + 0.6667x; linear_interpolation
15450 <= x < 15480; y515 = -9700.0000 + -0.6333x; linear_interpolation
15480 <= x < 15510; y516 = 66.0000 + 0.0000x; linear_interpolation
15510 <= x < 15540; y517 = 66.0000 + 0.0000x; linear_interpolation
15540 <= x < 15570; y518 = 8354.0000 + 0.5333x; linear_interpolation
15570 <= x < 15600; y519 = 82.0000 + 0.0000x; linear_interpolation
15600 <= x < 15630; y520 = -1998.0000 + -0.1333x; linear_interpolation
15630 <= x < 15660; y521 = 3725.0000 + 0.2333x; linear_interpolation
15660 <= x < 15690; y522 = -959.0000 + -0.0667x; linear_interpolation
15690 <= x < 15720; y523 = 2175.0000 + 0.1333x; linear_interpolation
15720 <= x < 15750; y524 = -2009.0000 + -0.1333x; linear_interpolation
15750 <= x < 15780; y525 = -9367.0000 + -0.6000x; linear_interpolation
15780 <= x < 15810; y526 = 10585.0000 + 0.6667x; linear_interpolation
15810 <= x < 15840; y527 = -10455.0000 + -0.6667x; linear_interpolation
15840 <= x < 15870; y528 = 10625.0000 + 0.6667x; linear_interpolation
15870 <= x < 15900; y529 = 614.0000 + 0.0333x; linear_interpolation
15900 <= x < 15930; y530 = -444.0000 + -0.0333x; linear_interpolation
15930 <= x < 15960; y531 = -10535.0000 + -0.6667x; linear_interpolation
15960 <= x < 15990; y532 = 11237.0000 + 0.7000x; linear_interpolation
15990 <= x < 16020; y533 = -11107.0000 + -0.7000x; linear_interpolation
16020 <= x < 16050; y534 = 10211.0000 + 0.6333x; linear_interpolation
16050 <= x < 16080; y535 = -17571.0000 + -1.1000x; linear_interpolation
16080 <= x < 16110; y536 = -12813.0000 + -0.8000x; linear_interpolation
16110 <= x < 16140; y537 = 23655.0000 + 1.4667x; linear_interpolation
16140 <= x < 16170; y538 = 5451.0000 + 0.3333x; linear_interpolation
16170 <= x < 16200; y539 = 2237.0000 + 0.1333x; linear_interpolation
16200 <= x < 16230; y540 = -11255.0000 + -0.7000x; linear_interpolation
16230 <= x < 16260; y541 = 9802.0000 + 0.6000x; linear_interpolation
16260 <= x < 16290; y542 = -9132.0000 + -0.5667x; linear_interpolation
16290 <= x < 16320; y543 = 9839.0000 + 0.6000x; linear_interpolation
16320 <= x < 16350; y544 = -9165.0000 + -0.5667x; linear_interpolation
16350 <= x < 16380; y545 = 8241.0000 + 0.5000x; linear_interpolation
16380 <= x < 16410; y546 = -8109.0000 + -0.5000x; linear_interpolation
16410 <= x < 16440; y547 = 10459.0000 + 0.6333x; linear_interpolation
16440 <= x < 16470; y548 = -10327.0000 + -0.6333x; linear_interpolation
16470 <= x < 16500; y549 = 9948.0000 + 0.6000x; linear_interpolation
16500 <= x < 16530; y550 = -9816.0000 + -0.6000x; linear_interpolation
16530 <= x < 16560; y551 = 8331.0000 + 0.5000x; linear_interpolation
16560 <= x < 16590; y552 = -8199.0000 + -0.5000x; linear_interpolation
16590 <= x < 16620; y553 = 10020.0000 + 0.6000x; linear_interpolation
16620 <= x < 16650; y554 = -9888.0000 + -0.6000x; linear_interpolation
16650 <= x < 16680; y555 = 10611.0000 + 0.6333x; linear_interpolation
16680 <= x < 16710; y556 = -9923.0000 + -0.6000x; linear_interpolation
16710 <= x < 16740; y557 = 7308.0000 + 0.4333x; linear_interpolation
16740 <= x < 16770; y558 = -7174.0000 + -0.4333x; linear_interpolation
16770 <= x < 16800; y559 = 9570.0000 + 0.5667x; linear_interpolation
16800 <= x < 16830; y560 = -9996.0000 + -0.6000x; linear_interpolation
16830 <= x < 16860; y561 = 10164.0000 + 0.6000x; linear_interpolation
16860 <= x < 16890; y562 = -10594.0000 + -0.6333x; linear_interpolation
16890 <= x < 16920; y563 = 9636.0000 + 0.5667x; linear_interpolation
16920 <= x < 16950; y564 = -8378.0000 + -0.5000x; linear_interpolation
16950 <= x < 16980; y565 = 10237.0000 + 0.6000x; linear_interpolation
16980 <= x < 17010; y566 = -10103.0000 + -0.6000x; linear_interpolation
17010 <= x < 17040; y567 = 9706.0000 + 0.5667x; linear_interpolation
17040 <= x < 17070; y568 = -9572.0000 + -0.5667x; linear_interpolation
17070 <= x < 17100; y569 = 8602.0000 + 0.5000x; linear_interpolation
17100 <= x < 17130; y570 = 1792.0000 + 0.1000x; linear_interpolation
17130 <= x < 17160; y571 = -11335.0000 + -0.6667x; linear_interpolation
17160 <= x < 17190; y572 = 12077.0000 + 0.7000x; linear_interpolation
17190 <= x < 17220; y573 = -12520.0000 + -0.7333x; linear_interpolation
17220 <= x < 17250; y574 = 9822.0000 + 0.5667x; linear_interpolation
17250 <= x < 17280; y575 = -9694.0000 + -0.5667x; linear_interpolation
17280 <= x < 17310; y576 = 12160.0000 + 0.7000x; linear_interpolation
17310 <= x < 17340; y577 = -492.0000 + -0.0333x; linear_interpolation
17340 <= x < 17370; y578 = -9742.0000 + -0.5667x; linear_interpolation
17370 <= x < 17400; y579 = 8173.0000 + 0.4667x; linear_interpolation
17400 <= x < 17430; y580 = -10359.0000 + -0.6000x; linear_interpolation
17430 <= x < 17460; y581 = 7035.0000 + 0.4000x; linear_interpolation
17460 <= x < 17490; y582 = -4581.0000 + -0.2667x; linear_interpolation
17490 <= x < 17520; y583 = 9395.0000 + 0.5333x; linear_interpolation
17520 <= x < 17550; y584 = -8677.0000 + -0.5000x; linear_interpolation
17550 <= x < 17580; y585 = 10013.0000 + 0.5667x; linear_interpolation
17580 <= x < 17610; y586 = -10463.0000 + -0.6000x; linear_interpolation
17610 <= x < 17640; y587 = 10046.0000 + 0.5667x; linear_interpolation
17640 <= x < 17670; y588 = -9324.0000 + -0.5333x; linear_interpolation
17670 <= x < 17700; y589 = -1699.0000 + -0.1000x; linear_interpolation
17700 <= x < 17730; y590 = 11865.0000 + 0.6667x; linear_interpolation
17730 <= x < 17760; y591 = -11735.0000 + -0.6667x; linear_interpolation
17760 <= x < 17790; y592 = 11905.0000 + 0.6667x; linear_interpolation
17790 <= x < 17820; y593 = -11775.0000 + -0.6667x; linear_interpolation
17820 <= x < 17850; y594 = 11351.0000 + 0.6333x; linear_interpolation
17850 <= x < 17880; y595 = -11816.0000 + -0.6667x; linear_interpolation
17880 <= x < 17910; y596 = 13176.0000 + 0.7333x; linear_interpolation
17910 <= x < 17940; y597 = -12451.0000 + -0.7000x; linear_interpolation
17940 <= x < 17970; y598 = 10829.0000 + 0.6000x; linear_interpolation
17970 <= x < 18000; y599 = -10699.0000 + -0.6000x; linear_interpolation
18000 <= x < 18030; y600 = 10865.0000 + 0.6000x; linear_interpolation
18030 <= x < 18060; y601 = -11336.0000 + -0.6333x; linear_interpolation
18060 <= x < 18090; y602 = 12706.0000 + 0.7000x; linear_interpolation
18090 <= x < 18120; y603 = -11975.0000 + -0.6667x; linear_interpolation
18120 <= x < 18150; y604 = 12145.0000 + 0.6667x; linear_interpolation
18150 <= x < 18180; y605 = -12620.0000 + -0.7000x; linear_interpolation
18180 <= x < 18210; y606 = 12790.0000 + 0.7000x; linear_interpolation
18210 <= x < 18240; y607 = -12055.0000 + -0.6667x; linear_interpolation
18240 <= x < 18270; y608 = 11009.0000 + 0.6000x; linear_interpolation
18270 <= x < 18300; y609 = -10879.0000 + -0.6000x; linear_interpolation
18300 <= x < 18330; y610 = 10435.0000 + 0.5667x; linear_interpolation
18330 <= x < 18360; y611 = -9694.0000 + -0.5333x; linear_interpolation
18360 <= x < 18390; y612 = 11694.0000 + 0.6333x; linear_interpolation
18390 <= x < 18420; y613 = -4819.0000 + -0.2667x; linear_interpolation
18420 <= x < 18450; y614 = -31237.0000 + -1.7000x; linear_interpolation
18450 <= x < 18480; y615 = -1204.0000 + -0.0667x; linear_interpolation
18480 <= x < 18510; y616 = 36368.0000 + 1.9667x; linear_interpolation
18510 <= x < 18540; y617 = -12257.0000 + -0.6667x; linear_interpolation
18540 <= x < 18570; y618 = 12423.0000 + 0.6667x; linear_interpolation
18570 <= x < 18600; y619 = -11678.0000 + -0.6333x; linear_interpolation
18600 <= x < 18630; y620 = 13084.0000 + 0.7000x; linear_interpolation
18630 <= x < 18660; y621 = -12956.0000 + -0.7000x; linear_interpolation
18660 <= x < 18690; y622 = 11882.0000 + 0.6333x; linear_interpolation
18690 <= x < 18720; y623 = -11754.0000 + -0.6333x; linear_interpolation
18720 <= x < 18750; y624 = 12544.0000 + 0.6667x; linear_interpolation
18750 <= x < 18780; y625 = -11791.0000 + -0.6333x; linear_interpolation
18780 <= x < 18810; y626 = 9455.0000 + 0.5000x; linear_interpolation
18810 <= x < 18840; y627 = 3215.0000 + 0.1667x; linear_interpolation
18840 <= x < 18870; y628 = -1171.0000 + -0.0667x; linear_interpolation
18870 <= x < 18900; y629 = -546.0000 + -0.0333x; linear_interpolation
18900 <= x < 18930; y630 = -8738.0000 + -0.4667x; linear_interpolation
18930 <= x < 18960; y631 = 8902.0000 + 0.4667x; linear_interpolation
18960 <= x < 18990; y632 = -8134.0000 + -0.4333x; linear_interpolation
18990 <= x < 19020; y633 = 9564.0000 + 0.5000x; linear_interpolation
19020 <= x < 19050; y634 = 718.0000 + 0.0333x; linear_interpolation
19050 <= x < 19080; y635 = -11980.0000 + -0.6333x; linear_interpolation
19080 <= x < 19110; y636 = 12786.0000 + 0.6667x; linear_interpolation
19110 <= x < 19140; y637 = -13291.0000 + -0.7000x; linear_interpolation
19140 <= x < 19170; y638 = 11549.0000 + 0.6000x; linear_interpolation
19170 <= x < 19200; y639 = -11419.0000 + -0.6000x; linear_interpolation
19200 <= x < 19230; y640 = 12865.0000 + 0.6667x; linear_interpolation
19230 <= x < 19260; y641 = -12735.0000 + -0.6667x; linear_interpolation
19260 <= x < 19290; y642 = 12263.0000 + 0.6333x; linear_interpolation
19290 <= x < 19320; y643 = -12133.0000 + -0.6333x; linear_interpolation
19320 <= x < 19350; y644 = 12301.0000 + 0.6333x; linear_interpolation
19350 <= x < 19380; y645 = -11526.0000 + -0.6000x; linear_interpolation
19380 <= x < 19410; y646 = 12340.0000 + 0.6333x; linear_interpolation
19410 <= x < 19440; y647 = -12855.0000 + -0.6667x; linear_interpolation
19440 <= x < 19470; y648 = 9137.0000 + 0.4667x; linear_interpolation
19470 <= x < 19500; y649 = -8358.0000 + -0.4333x; linear_interpolation
19500 <= x < 19530; y650 = 11766.0000 + 0.6000x; linear_interpolation
19530 <= x < 19560; y651 = -12285.0000 + -0.6333x; linear_interpolation
19560 <= x < 19590; y652 = 13105.0000 + 0.6667x; linear_interpolation
19590 <= x < 19620; y653 = -12975.0000 + -0.6667x; linear_interpolation
19620 <= x < 19650; y654 = 13145.0000 + 0.6667x; linear_interpolation
19650 <= x < 19680; y655 = -13015.0000 + -0.6667x; linear_interpolation
19680 <= x < 19710; y656 = 11873.0000 + 0.6000x; linear_interpolation
19710 <= x < 19740; y657 = -11086.0000 + -0.5667x; linear_interpolation
